Date,Close,High,Low,Open,Volume,delta_next_close_pct,delta_next_high_pct,delta_next_low_pct,delta_next_open_pct,delta_next_volume_pct,delta_next_close_ge_1pct,delta_next_high_ge_1pct,delta_next_low_ge_1pct,delta_next_open_ge_1pct,delta_next_volume_ge_1pct,close_above_1d,close_below_1d,close_above_3d,close_below_3d,close_above_5d,close_below_5d,close_above_10d,close_below_10d
2012-01-27,103.5480728149414,103.7287404907045,103.02175969593674,103.0924661657388,135259100,-0.0034140241859623452,-0.00461965237008387,-0.008311251472468554,-0.005562597391366664,0.08910823744945812,False,False,False,False,True,False,True,True,False,True,False,True,False
2012-01-30,103.1945571899414,103.2495497688508,102.16551994396758,102.5190042823757,147311800,-0.00038038086438058137,0.005630002234355455,0.00476712444919557,0.011570202140286652,0.06720574998065328,False,False,False,True,True,False,True,True,False,True,False,True,False
2012-01-31,103.15530395507812,103.83084496474562,102.65255569195725,103.7051698851437,157212000,0.008757118306558235,0.007262805756763223,0.011095831460172316,0.0020449928867813877,0.057390657201740324,False,False,True,False,True,True,False,True,False,True,False,True,False
2012-02-01,104.05864715576172,104.58494822328517,103.79157114887116,103.91724621988128,166234500,0.001585066545447077,-0.0009014034169537588,0.0006053447580863906,0.0033259110227691893,-0.3196935654151214,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-02-02,104.2235870361328,104.49067499359477,103.85440083239968,104.2628657345398,113090400,0.01401909727941157,0.01202859674424865,0.011799790404623957,0.009568727598621325,0.42008959204317964,True,True,True,False,True,True,False,True,False,True,False,True,False
2012-02-03,105.68470764160156,105.74755118662706,105.0798609948198,105.26052869540524,160598500,-0.0006690582780946363,-0.0008172588104677888,0.0004483732139272823,-0.00014942511372422707,-0.32941777164792946,False,False,False,False,True,False,True,True,False,False,True,True,False
2012-02-06,105.61399841308594,105.6611280687344,105.12697598981308,105.24480012893426,107694500,0.0025288524094205333,0.0037916709590800775,-0.0014196715611963476,0.0014181987770293038,0.2584495958475131,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-02-07,105.8810806274414,106.06176029953626,104.97773021168577,105.3940581757658,135528100,0.0029677090685324816,0.001481301095475253,0.005013517269757138,0.005142809574705102,0.028284171326831854,False,False,False,False,True,True,False,False,True,True,False,True,False
2012-02-08,106.19530487060548,106.218869701256,105.50403787504196,105.93607974726916,139361400,0.0012572533640686139,0.0027360226234578768,0.0018611428691539754,0.00407810288127102,0.06631319719807637,False,False,False,False,True,True,False,True,False,False,True,True,False
2012-02-09,106.32881927490234,106.50948693179676,105.70039596280004,106.36809797931706,148602900,-0.007387815693651546,-0.008260269166637278,-0.00535089115289729,-0.009231332110329622,0.12990728983081756,False,False,False,False,True,False,True,False,True,True,False,True,False
2012-02-10,105.54328155517578,105.62968990093968,105.13480464918496,105.3861787409259,167907500,0.007442801741159622,0.007808566269504322,0.006724626108657621,0.008646530057716565,-0.31008501704807706,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-02-13,106.32881927490234,106.45450633455836,105.84179690145749,106.2974035030772,115841900,-0.0012556746628745391,-0.001844524265989194,-0.0036364526962345137,-0.0023645972754622675,0.42719948481507986,False,False,False,False,True,False,True,True,False,True,False,True,False
2012-02-14,106.19530487060548,106.25814841440037,105.45690821374087,106.04605295236512,165329500,-0.004660314926880792,0.004139677824507871,0.00029772982466673035,0.004666530337521471,0.18064289797041666,False,False,False,False,True,False,True,True,False,True,False,True,False
2012-02-15,105.70040130615234,106.69802291506473,105.48830588053325,106.54092007564174,195195100,0.01107319044549373,0.0025031239202563038,0.0002979484348610904,-0.007815340018947242,-0.044198343093653475,True,False,False,False,True,True,False,True,False,True,False,True,False
2012-02-16,106.87084197998048,106.96510128846748,105.5197359561665,105.70826655931911,186567800,0.0026461018969820786,0.003378191109482582,0.012134343901236789,0.014490587829209652,-0.3039023883006607,False,False,True,True,True,True,False,False,True,True,False,True,False
2012-02-17,107.15363311767578,107.32644984266508,106.80014872062632,107.24004148017043,129869400,0.00043994802077147044,0.0030740977341333496,0.000662047936869453,0.0015382891228204955,0.03213151057908945,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-02-21,107.20077514648438,107.656381838939,106.87085553874417,107.4050076695102,134042300,-0.003224107573685175,-0.0036482413686388677,-0.0019110716490948435,-0.0034373783673440077,-0.07152219858954972,False,False,False,False,True,False,True,True,False,True,False,False,True
2012-02-22,106.85514831542967,107.2636253731162,106.66661767660956,107.0358160196026,124455300,0.004410555745874783,0.0013178647602135433,-0.002135880368488152,-0.0022018628245734154,0.10645589219583255,False,False,False,False,True,True,False,True,False,True,False,False,True
2012-02-23,107.3264389038086,107.40498432504818,106.43879054194106,106.80013783541116,137704300,0.002195416368135583,0.0034372349610174435,0.008339312917939124,0.007134141439730678,-0.23358166738438815,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-02-24,107.56206512451172,107.77416049215776,107.32641692287729,107.56206512451172,105539100,0.001679768058375522,0.002405258593516065,-0.006074816337821615,-0.006645649656126783,0.3808048391543987,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-02-27,107.74274444580078,108.0333852178405,106.67442865187434,106.84724532340472,145728900,0.0029166430924333474,0.0013819194747077053,0.008321371407932678,0.00867552845963055,-0.11235245719963576,False,False,False,False,True,True,False,True,False,False,True,True,False
2012-02-28,108.05699157714844,108.18267865679164,107.5621061924156,107.77420164104105,129355900,-0.003925653766092886,0.003412586498098025,-0.002848309194964435,0.004081471054333554,0.4373886309012577,False,False,False,False,True,False,True,False,True,False,True,True,False
2012-02-29,107.63279724121094,108.55186140530388,107.255736056318,108.21407892544286,185934700,0.005181516462774867,-0.0014474059611040303,0.002856155544583158,-0.003266673579158335,-0.22002993524070547,False,False,False,False,True,True,False,False,True,False,True,True,False
2012-03-01,108.19049835205078,108.3947427940169,107.5620751215436,107.86057885292416,145023500,-0.003049134583549736,-0.0012316626898658232,0.000511561465440519,0.0024036327357178306,-0.16814654176736873,False,False,False,False,True,False,True,False,True,False,True,True,False
2012-03-02,107.86061096191406,108.26123703353991,107.6170997343186,108.11983607114853,120638300,-0.004078512857925445,-0.004498864103808317,-0.0052556509015649535,-0.003923397118915991,0.1668350764226618,False,False,False,False,True,False,True,False,True,True,False,True,False
2012-03-05,107.4207000732422,107.77418444041584,107.05150182707612,107.69563901780931,140765000,-0.01462501791567917,-0.012900695090855986,-0.014088417005184185,-0.012764193973914664,0.4359386211060988,True,True,True,True,True,False,True,True,False,True,False,True,False
2012-03-06,105.84967041015624,106.38382254828436,105.54331562830504,106.3209909912413,202129900,0.006975529929231424,0.0035439795327933577,0.004241906506691522,-0.0021430224170013463,-0.28910962702697623,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-03-07,106.58802795410156,106.7608446380158,105.99102050560654,106.09314272414927,143692200,0.009949103502715028,0.010374561578708882,0.009708855737262092,0.010810082649147967,-0.1859759959134873,False,True,False,True,True,True,False,True,False,True,False,True,False
2012-03-08,107.6484832763672,107.86844159490786,107.02007203314066,107.24001836550518,116968900,0.0038678350542058317,0.004442320564411643,0.006532833944700272,0.005713688396039591,0.05016632626279293,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-03-09,108.06484985351562,108.34762779125596,107.71921639248303,107.85275441403124,122836800,7.28593540538182e-05,-0.001232287285698691,-0.0002915473702140538,0.001821039644629367,-0.15331968921365585,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-03-12,108.07272338867188,108.21411238709318,107.68781113822229,108.04915855560166,104003500,0.018025658178417298,0.017203722526974215,0.00729429385831348,0.005597811207493683,0.7700413928377411,True,True,False,False,True,True,False,True,False,True,False,True,False
2012-03-13,110.02080535888672,110.07579795010354,108.47331767762304,108.65399734632447,184090500,-0.0010709644303754193,0.0022834985691836257,0.010065856065055475,0.012868661789471767,-0.21145523533262173,False,False,True,True,True,False,True,True,False,True,False,True,False
2012-03-14,109.9029769897461,110.32715587722434,109.56519448026503,110.05222889024849,145163600,0.005789505361361318,0.0023496902892493317,0.002007534145747996,0.0001427631597305402,0.13746490166956454,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-03-15,110.5392608642578,110.58639052402955,109.78515034936969,110.06794029418025,165118500,0.0013844675973570027,0.0022418394869075193,0.00610697845610267,0.006102547061432272,-0.07403773653467055,False,False,False,False,True,True,False,True,False,False,True,True,False
2012-03-16,110.69229888916016,110.8343074610209,110.45560589735328,110.7396350797804,152893500,0.003920416915110223,0.005695007300028693,0.0007859421321162166,-0.0010684139737464533,-0.18053350861874443,False,False,False,False,True,True,False,False,True,False,True,True,False
2012-03-19,111.12625885009766,111.46550965110504,110.54241761175643,110.62131930621358,125291100,-0.0029111860657973503,-0.004742604278335987,-0.0033547778274973955,-0.00114143402728594,-0.028425003851031718,False,False,False,False,True,False,True,False,True,True,False,True,False
2012-03-20,110.80274963378906,110.9368728481468,110.17157236015456,110.4950523682142,121729700,-0.0016375248930362019,0.00028458204754060965,0.0020053026578561264,0.003356108433151845,0.005411169172354816,False,False,False,False,False,False,True,False,True,True,False,True,False
2012-03-21,110.62130737304688,110.96844349056968,110.39249970702856,110.86588574528872,122388400,-0.007203561316792277,-0.007820778609937722,-0.008433349777391914,-0.009536102837113564,0.1048163061205147,False,False,False,False,True,False,True,True,False,True,False,False,True
2012-03-22,109.8244400024414,110.10058386134055,109.46152114419856,109.80865725769397,135216700,0.003232392785532848,0.0018627485770669218,-0.001369828017037218,0.0010056537331975901,-0.10868258136753818,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-03-23,110.17943572998048,110.3056735672625,109.31157768574772,109.91908674380258,120521000,0.014035304930484853,0.012874805930911821,0.014796292838423618,0.009546438966503902,-0.00296213937819965,True,True,True,False,False,True,False,True,False,True,False,False,True
2012-03-26,111.72583770751952,111.72583770751952,110.92898379981614,110.96842259665614,120164000,-0.0031072520598526645,0.0015534610725748102,0.003413799373498684,0.007749705343828617,-0.0024591391764588397,False,False,False,False,False,False,True,False,True,True,False,False,True
2012-03-27,111.37867736816406,111.89939944719896,111.3076730952148,111.82839517424968,119868500,-0.00495820634078851,-0.0035954822523349287,-0.010206660987019405,-0.004514972386085928,0.23937564914885895,False,False,True,False,True,False,True,False,True,True,False,False,True
2012-03-28,110.8264389038086,111.49706714243962,110.17159341067796,111.32349305805764,148562100,-0.0017084940682871776,-0.005873113741988349,-0.003938626705930293,-0.010347224503809805,0.11040231660699465,False,False,False,True,True,False,True,True,False,False,True,False,True
2012-03-29,110.63709259033205,110.84223218521396,109.73766863063577,110.1716038828376,164963700,0.004135593570976517,0.00398554957133792,0.006901571223882579,0.009165935046161073,-0.17868718996967212,False,False,False,False,True,True,False,True,False,False,True,False,True
2012-03-30,111.09464263916016,111.28399939618588,110.49503096663292,111.18142964795908,135486800,0.0073150261612949545,0.00822427332138897,0.002213689932483178,-0.001986722966468797,0.11996962065677247,False,False,False,False,True,True,False,False,True,False,True,False,True
2012-04-02,111.90730285644533,112.1992294235174,110.73963270427318,110.96054294823264,151741100,-0.004088652278708478,-0.0023200486098322445,0.0004991384716327239,0.007110833279917392,0.026793004663864965,False,False,False,False,True,False,True,False,True,False,True,False,True
2012-04-03,111.4497528076172,111.93892175726911,110.79490711529036,111.74956486978664,155806700,-0.00991111547403473,-0.010854658057597054,-0.007762204863305239,-0.010025759144789193,-0.05719073698371123,False,True,False,True,True,False,True,False,True,False,True,False,True
2012-04-04,110.34516143798828,110.72386303825785,109.9348943484506,110.62919064786716,146896000,-0.0005009278400482439,-0.0009979477762339678,-0.0005745233107488631,-0.005990932966494259,-0.0643761572813419,False,False,False,False,True,False,True,False,True,False,True,False,True
2012-04-05,110.28988647460938,110.61336640536278,109.8717341889827,109.96641858255828,137439400,-0.01123041943519871,-0.0025671022409108294,-0.010196084082842963,-0.00968513685209393,-0.07191169344452901,True,False,True,False,True,False,True,False,True,False,True,False,True
2012-04-09,109.05128479003906,110.32941058458889,108.75147274886406,108.90137876945155,127555900,-0.0167852397966357,-0.010726898253495754,-0.015090324849637007,-0.0005799543935944693,0.8451541637823103,True,True,True,False,True,False,True,True,False,False,True,False,True
2012-04-10,107.22083282470705,109.14591822287984,107.11037769720726,108.83822093636572,235360300,0.008093912122040331,-0.005783191700941521,0.007292001451531736,-0.0047846847721017246,-0.3451189516668699,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-04-11,108.0886688232422,108.51470645442164,107.8914267268494,108.31746435802884,154133000,0.013066196065078296,0.009888587403107158,0.002048068707252419,-0.001164787969005196,0.0012229697728585052,True,False,False,False,False,True,False,True,False,True,False,True,False
2012-04-12,109.5009765625,109.5877636137187,108.11239578170948,108.19129747871146,154321500,-0.01188872024632343,-0.0005761597619559443,-0.00014628723619591563,0.009771416764805483,0.09671497490628331,True,False,False,False,True,False,True,True,False,False,True,True,False
2012-04-13,108.19915008544922,109.52462355392174,108.09658031813206,109.248479736701,169246700,-0.0006560484686125257,-0.005618700179290485,-0.0031382156803831237,-0.004549569415320398,-0.1265690852465661,False,False,False,False,True,False,True,True,False,True,False,True,False
2012-04-16,108.12816619873048,108.9092375319226,107.7573499347819,108.75144619462066,147825300,0.01481226947114396,0.009562664671423656,0.008200451551464817,1.6391232807456997e-07,0.00035379600109047637,True,False,False,False,False,True,False,True,False,False,True,True,False
2012-04-17,109.72978973388672,109.9507000500608,108.64100886223632,108.75146402032338,147877600,-0.0033793144350465283,-0.0020091317041059514,0.004938374018185475,0.004498088716404295,-0.162251754153435,False,False,False,False,True,False,True,False,True,False,True,True,False
2012-04-18,109.35897827148438,109.72979461270158,109.17751879771104,109.24063775352565,123884200,-0.006421420548489943,0.0005027148589959306,-0.009467198156859756,0.0012272422152023752,0.6036484071415079,False,False,False,False,True,False,True,False,True,True,False,True,False
2012-04-19,108.65673828125,109.78495741092796,108.14391359297883,109.3747024757924,198666700,0.0016702177019624407,-0.0022994268990639407,0.005836538930296496,-0.002163862882123579,-0.27919676523544207,False,False,False,False,True,True,False,False,True,True,False,True,False
2012-04-20,108.83821868896484,109.53251492674468,108.77509975473887,109.13803061686173,143199600,-0.00840873418744602,-0.013829714906792906,-0.01399850623327727,-0.012939996739584753,0.2000375699373462,False,True,True,True,True,False,True,True,False,True,False,False,True
2012-04-23,107.92302703857422,108.01771147228376,107.2524108427968,107.72578485651484,171844900,0.0038018655438933437,0.005478438423179115,0.006326712433619358,0.002710290976010417,-0.19995181701639095,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-04-24,108.33333587646484,108.6094798531974,107.93096600401158,108.01775307909509,137484200,0.013691077277759924,0.011549565338864589,0.01264556277584486,0.012708402709714961,0.09286885329368756,True,True,True,True,True,True,False,True,False,True,False,False,True
2012-04-25,109.81653594970705,109.863872137182,109.29581381007289,109.39048618502278,150252200,0.0069692153043172,0.0076843895786314126,0.00202152771016663,0.0017313305495794543,-0.09291444651060017,False,False,False,False,True,True,False,True,False,True,False,False,True
2012-04-26,110.58187103271484,110.70810893130106,109.51675832629516,109.57987727558826,136291600,0.0016408647135572351,0.003349300025399254,0.007132003733499348,0.012167832883199049,-0.04084330949229446,False,False,False,True,True,True,False,True,False,False,True,False,True
2012-04-27,110.76332092285156,111.07890360335657,110.29783225555904,110.91322690963908,130725000,-0.0037039613664995863,-0.004119479003858971,-0.002217399336966403,-0.0033432641007643147,-0.11958538917575062,False,False,False,False,True,False,True,False,True,False,True,False,True
2012-04-30,110.35305786132812,110.62131639219086,110.05325791544674,110.54241469981216,115092200,0.0062199793199704985,0.010341450943569796,0.0010034960067867981,-0.002284127284761095,0.20626940835260774,False,True,False,False,True,True,False,False,True,False,True,False,True
2012-05-01,111.0394515991211,111.76530130897382,110.16369592029876,110.28992175427294,138832200,-0.002984300780470852,-0.008471052300033689,-0.0012175780753837988,0.0009299133338572973,-0.127860827675424,False,False,False,False,True,False,True,False,True,False,True,False,True
2012-05-02,110.70807647705078,110.81853159625648,110.02956301944296,110.39248182310232,121081000,-0.007625461132931364,-7.12457701230625e-05,-0.003370132229063018,0.0030017206739051203,0.18730188881822912,False,False,False,False,True,False,True,False,True,False,True,False,True
2012-05-03,109.86387634277344,110.810636244629,109.65874884296142,110.72384921803442,143759700,-0.016158245809501735,-0.008188182629235779,-0.014893466799881407,-0.012968706272665017,0.3489684522157461,True,False,True,True,True,False,True,False,True,False,True,False,True
2012-05-04,108.0886688232422,109.90329851779616,108.02554990775224,109.28790414014688,193927300,0.0007304093525147057,-0.012490633711644928,-0.0033591276908667214,-0.014510178919773563,-0.34116599364813516,False,True,False,True,True,True,False,False,True,False,True,False,True
2012-05-07,108.16761779785156,108.5305366723088,107.662678291736,107.70211709730629,127765900,-0.004012062284089446,-0.005743269073400387,-0.011285787598407374,-0.0016851977759916145,0.6700676784650678,False,False,True,False,True,False,True,False,True,False,True,False,True
2012-05-08,107.733642578125,107.90721659751918,106.4476201722598,107.52061772910432,213377700,-0.005931648375056937,-0.0011696461492724606,-0.0031867922605642684,-0.008658364231153765,0.034562187145142156,False,False,False,False,True,False,True,False,True,False,True,False,True
2012-05-09,107.0946044921875,107.78100333714718,106.10839372013936,106.58966505844708,220752500,0.002062604936174869,0.0017567132083879612,0.009071161010398288,0.011694786278001308,-0.3177880205207189,False,False,False,True,True,True,False,False,True,False,True,False,True
2012-05-10,107.31549835205078,107.97034364932286,107.07092004412948,107.83620841074936,150600000,-0.003014277561934957,0.00014607704088220674,-0.004421225145759596,-0.011047651285745417,0.016151394422310755,False,False,False,True,True,False,True,False,True,False,True,False,True
2012-05-11,106.99201965332033,107.98611563762618,106.59753540005076,106.64487158425044,153032400,-0.011060808813221464,-0.009205453005082671,-0.008881306327568854,-0.006362039259660179,0.07108037252242008,True,False,False,False,True,False,True,False,True,False,True,False,True
2012-05-14,105.80860137939452,106.9920545249226,105.65081003439904,105.96639272439002,163910000,-0.005741698209869755,-0.00589940336367398,-0.005824909360793847,-0.0021592453670488654,0.2667274723933866,False,False,False,False,True,False,True,False,True,False,True,False,True
2012-05-15,105.20108032226562,106.36086523857188,105.03540364205422,105.737585281837,207629300,-0.0038247386524073493,-0.0019285705252981304,-0.0024787647479499256,-0.0005969103659374695,-0.0017521611834167914,False,False,False,False,False,False,True,False,True,False,True,False,True
2012-05-16,104.79871368408205,106.15574080882756,104.7750455862196,105.67446942111307,207265500,-0.014831200850134781,-0.011371433736112702,-0.015135820182616834,-0.008063531750722658,0.19649869370445153,True,True,True,False,True,False,True,False,True,False,True,False,True
2012-05-17,103.24442291259766,104.94859783651202,103.1891893366011,104.82235998169516,247992900,-0.008558537022075747,-0.010674882034926393,-0.00948058243994936,-0.011214663672388625,0.2888106877253341,False,True,False,True,True,False,True,True,False,True,False,False,True
2012-05-18,102.36080169677734,103.82828393487632,102.21089572018391,103.6468124691544,319615900,0.017187990878487647,0.003191279963398957,0.0030873684588201603,-0.009210754694118008,-0.4435161079282977,True,False,False,False,True,True,False,True,False,True,False,False,True
2012-05-21,104.12017822265624,104.1596290570318,102.52645841577817,102.69214710467377,177861100,0.0017432096160102705,0.00916563776014747,0.010696842692589074,0.016518512061375303,0.11059247918741084,False,False,True,True,True,True,False,True,False,True,False,False,True
2012-05-22,104.30168151855467,105.11431848619988,103.62316781328002,104.38846857523085,197531200,0.0005292944277058861,-0.005779656913323732,-0.010278855553533776,-0.008011729376515142,0.03760013607976866,False,False,True,False,True,True,False,False,True,False,True,False,True
2012-05-23,104.3568878173828,104.5067937886718,102.55804023932772,103.55213641497724,204958400,0.0019657462429815203,0.0028688237687021717,0.011000901983810136,0.010514435436722657,-0.18345576468200375,False,False,True,True,True,True,False,True,False,False,True,False,True
2012-05-24,104.56202697753906,104.8066053626836,103.68627118765222,104.64092866764722,167357600,-0.003244399880511969,7.544564644051582e-05,0.0027394076167607047,-0.0011309413451679755,-0.1905620061473157,False,False,False,False,True,False,True,False,True,False,True,True,False
2012-05-25,104.22278594970705,104.81451256477642,103.9703101486972,104.5225859150202,135465600,0.012111834183473195,0.008129236111572007,-0.0046290617733001005,0.005132778924474779,0.1285780301419696,True,False,False,False,True,True,False,False,True,False,True,False,True
2012-05-29,105.48511505126952,105.66657448533482,103.4890251604297,105.05907724113642,152883500,-0.014510118330163616,-0.0017919106060066323,0.0024396355440813714,-0.004505905858396788,0.06205313195995644,True,False,False,False,True,False,True,False,True,False,True,False,True
2012-05-30,103.95451354980467,105.47722942981416,103.74150066463342,104.58569092951782,162370400,-0.0022010893377620803,-0.009275397330885672,-0.008746149129620557,-0.006412289784917849,0.20826209703246404,False,False,False,False,True,False,True,False,True,True,False,True,False
2012-05-31,103.72570037841795,104.49888621749164,102.8341620288899,103.9150571719219,196186000,-0.025176574515088826,-0.007172237271031835,-0.01672517615980359,-0.017462374410425203,0.2908204459033774,True,False,True,True,True,False,True,False,True,True,False,True,False
2012-06-01,101.11424255371094,103.74939541098124,101.11424255371094,102.10045353670506,253240900,-0.00046848900261867925,-0.0209888876070724,-0.007959175306754331,-0.007882299180014707,-0.20018527812845396,False,True,False,False,True,False,True,True,False,True,False,True,False
2012-06-04,101.0668716430664,101.57181101139844,100.30945657121627,101.29566721551356,202545800,0.007572485832114618,0.004039329676272695,0.005034082986534729,-0.004205677866862159,-0.189568976498155,False,False,False,False,True,True,False,True,False,True,False,True,False
2012-06-05,101.83219909667967,101.98209304188954,100.81442269992998,100.86965026989624,164149400,0.022468130377940192,0.02142946179421863,0.016825499059850868,0.01658170602255181,0.12216553944150878,True,True,True,True,True,True,False,True,False,True,False,True,False
2012-06-06,104.12017822265624,104.16751440842516,102.51067567428706,102.54224115726927,184202800,0.0006064229836950082,0.011361267412043383,0.01423869746618614,0.026929507401972818,0.0030938726230003016,False,True,True,True,False,True,False,False,True,True,False,True,False
2012-06-07,104.18331909179688,105.35098939526716,103.97029417226756,105.30365319952884,184772700,0.007951438817837286,-0.002995652177325839,-0.0037184763855457373,-0.013186557729339216,-0.2211219514571146,False,False,False,True,True,True,False,True,False,True,False,True,False
2012-06-08,105.01172637939452,105.0353944745018,103.58368308858974,103.91506049750294,143915400,-0.012697309529277378,0.008412719414221885,-7.619797664563969e-05,0.018677257573393058,0.1795547939970288,True,False,False,True,True,False,True,False,True,True,False,True,False
2012-06-11,103.67835998535156,105.9190277767779,103.57579022152488,105.85590884816952,169756100,0.011490853485786275,-0.009236401406064179,-0.0009138998527226175,-0.01773858896576792,0.07172466850970304,True,False,False,True,True,True,False,True,False,True,False,True,False
2012-06-12,104.86971282958984,104.94071711969151,103.4811323220958,103.97817439151405,181931800,-0.006394682529526109,0.002631500390070296,0.003507174930989203,0.005615109030279199,-0.05336010527021664,False,False,False,False,True,False,True,True,False,True,False,False,True
2012-06-13,104.19910430908205,105.21686865772624,103.84405875520623,104.56202317749178,172223900,0.010600483174733765,0.00479912588774504,0.002735241481944565,-0.0014335663673061753,0.3390446970484352,True,False,False,False,True,True,False,True,False,True,False,True,False
2012-06-14,105.3036651611328,105.721817655929,104.12809733236696,104.41212657776704,230615500,0.010227452373731532,0.007131911831924416,0.013711786001695753,0.01308093181679496,-0.26525103473096995,True,False,True,True,True,True,False,True,False,False,True,True,False
2012-06-15,106.38065338134766,106.47581633816188,105.55587951975212,105.77793448637738,169444500,0.0019382473226820334,0.0035006944187363246,0.001352326362190778,0.0014994670613143516,-0.2247555984407874,False,False,False,False,True,True,False,True,False,False,True,True,False
2012-06-18,106.58684539794922,106.84855563414727,105.69862551831092,105.93654501495357,131360900,0.009672417358485001,0.011281629780841943,0.008178019404460949,0.0112290005965492,0.04584088568211698,False,True,False,True,True,True,False,False,True,False,True,True,False
2012-06-19,107.6177978515625,108.05398148142942,106.56303092882452,107.12610654212284,137382600,-0.0016211200027223076,-0.0011007602602071136,-0.0007440332157524449,0.00466405197978377,0.502750712244491,False,False,False,False,True,False,True,False,True,False,True,True,False
2012-06-20,107.4433364868164,107.9350399526575,106.48374449424222,107.62574827142716,206451800,-0.022438627850842014,-0.0023512051822986986,-0.014448456882539231,-0.0005157987233102943,-0.0057136823219753954,True,False,True,False,False,False,True,False,True,False,True,True,False
2012-06-21,105.03245544433594,107.6812625273692,104.94521870322583,107.57023504787344,205272200,0.007701346150242169,-0.015245471532522467,0.002191155078849684,-0.01850510464291817,-0.36655231443907166,False,True,False,True,True,True,False,False,True,True,False,True,False
