Date,Close,High,Low,Open,Volume
2012-04-17,109.72978973388672,109.9507000500608,108.64100886223633,108.75146402032338,147877600
2012-04-18,109.35897827148438,109.72979461270158,109.17751879771103,109.24063775352563,123884200
2012-04-19,108.65673828125,109.78495741092796,108.14391359297883,109.37470247579239,198666700
2012-04-20,108.83821868896484,109.53251492674467,108.77509975473887,109.13803061686173,143199600
2012-04-23,107.92302703857422,108.01771147228375,107.2524108427968,107.72578485651485,171844900
2012-04-24,108.33333587646484,108.60947985319741,107.93096600401158,108.01775307909507,137484200
2012-04-25,109.81653594970703,109.86387213718199,109.29581381007287,109.39048618502278,150252200
2012-04-26,110.58187103271484,110.70810893130106,109.51675832629515,109.57987727558826,136291600
2012-04-27,110.76332092285156,111.07890360335657,110.29783225555904,110.91322690963909,130725000
2012-04-30,110.35305786132812,110.62131639219086,110.05325791544674,110.54241469981217,115092200
2012-05-01,111.0394515991211,111.76530130897382,110.16369592029875,110.28992175427294,138832200
2012-05-02,110.70807647705078,110.81853159625648,110.02956301944296,110.39248182310233,121081000
2012-05-03,109.86387634277344,110.810636244629,109.65874884296142,110.72384921803442,143759700
2012-05-04,108.08866882324219,109.90329851779617,108.02554990775224,109.28790414014688,193927300
2012-05-07,108.16761779785156,108.5305366723088,107.662678291736,107.70211709730629,127765900
2012-05-08,107.733642578125,107.90721659751918,106.4476201722598,107.52061772910433,213377700
2012-05-09,107.0946044921875,107.78100333714718,106.10839372013935,106.58966505844707,220752500
2012-05-10,107.31549835205078,107.97034364932286,107.07092004412947,107.83620841074935,150600000
2012-05-11,106.99201965332031,107.98611563762618,106.59753540005075,106.64487158425045,153032400
2012-05-14,105.80860137939453,106.9920545249226,105.65081003439904,105.96639272439002,163910000
2012-05-15,105.20108032226562,106.36086523857189,105.03540364205422,105.73758528183701,207629300
2012-05-16,104.79871368408203,106.15574080882756,104.77504558621959,105.67446942111307,207265500
2012-05-17,103.24442291259766,104.94859783651202,103.1891893366011,104.82235998169516,247992900
2012-05-18,102.36080169677734,103.82828393487632,102.21089572018393,103.64681246915441,319615900
2012-05-21,104.12017822265625,104.15962905703181,102.52645841577817,102.69214710467375,177861100
2012-05-22,104.30168151855469,105.11431848619988,103.62316781328002,104.38846857523085,197531200
2012-05-23,104.35688781738281,104.5067937886718,102.55804023932772,103.55213641497723,204958400
2012-05-24,104.56202697753906,104.80660536268361,103.68627118765222,104.64092866764722,167357600
2012-05-25,104.22278594970703,104.81451256477642,103.9703101486972,104.5225859150202,135465600
2012-05-29,105.48511505126953,105.66657448533482,103.4890251604297,105.05907724113642,152883500
2012-05-30,103.95451354980469,105.47722942981416,103.74150066463342,104.58569092951782,162370400
2012-05-31,103.72570037841797,104.49888621749164,102.8341620288899,103.9150571719219,196186000
2012-06-01,101.11424255371094,103.74939541098124,101.11424255371094,102.10045353670506,253240900
2012-06-04,101.0668716430664,101.57181101139844,100.30945657121627,101.29566721551355,202545800
2012-06-05,101.83219909667969,101.98209304188954,100.81442269992998,100.86965026989625,164149400
2012-06-06,104.12017822265625,104.16751440842516,102.51067567428706,102.54224115726927,184202800
2012-06-07,104.18331909179688,105.35098939526716,103.97029417226756,105.30365319952885,184772700
2012-06-08,105.01172637939453,105.03539447450181,103.58368308858974,103.91506049750294,143915400
2012-06-11,103.67835998535156,105.9190277767779,103.57579022152487,105.85590884816952,169756100
2012-06-12,104.86971282958984,104.94071711969153,103.4811323220958,103.97817439151403,181931800
2012-06-13,104.19910430908203,105.21686865772624,103.84405875520623,104.56202317749178,172223900
2012-06-14,105.30366516113281,105.721817655929,104.12809733236696,104.41212657776704,230615500
2012-06-15,106.38065338134766,106.47581633816188,105.55587951975211,105.77793448637738,169444500
2012-06-18,106.58684539794922,106.84855563414727,105.69862551831093,105.93654501495355,131360900
2012-06-19,107.6177978515625,108.05398148142942,106.56303092882452,107.12610654212283,137382600
2012-06-20,107.4433364868164,107.9350399526575,106.48374449424222,107.62574827142716,206451800
2012-06-21,105.03245544433594,107.68126252736921,104.94521870322585,107.57023504787344,205272200
2012-06-22,105.84134674072266,106.03961090492213,105.17516995218841,105.57963659184925,130029200
2012-06-25,104.14422607421875,104.76280941779223,103.77148840551594,104.72315415708385,146375700
2012-06-26,104.66761016845703,104.98484007968091,103.83489829048457,104.44555528114222,141634000
2012-06-27,105.61136627197266,105.81755667121946,104.65970058924677,105.01657370763326,108088000
2012-06-28,105.31001281738281,105.46863386679206,104.11250134130026,104.91348439603384,169242100
2012-06-29,107.93505096435547,108.06986918776542,106.94372982067509,107.22129248025269,212250900
2012-07-02,108.26016998291016,108.371197441197,107.47505156398377,108.23637924906909,129524500
2012-07-03,108.9738998413086,109.0531982330405,108.12532355230998,108.23635098160041,80450000
2012-07-05,108.48223114013672,109.2832262291498,108.08570275186047,108.56946786960093,126177500
2012-07-06,107.45124816894531,107.67330305935381,106.94369240499964,107.43538364789215,151192100
2012-07-09,107.31645202636719,107.5147162264445,106.8247485814367,107.36403349821192,103780500
2012-07-10,106.38065338134766,108.03813941833198,106.01584187841294,107.86366593011383,167884800
2012-07-11,106.39646911621094,106.74541593262609,105.7778859784141,106.43612436372767,141733400
2012-07-12,105.88098907470703,106.45199083127696,105.15931671942029,105.77789993885702,143583200
2012-07-13,107.65743255615234,107.76845999518717,106.14269155846877,106.1585560786404,129642600
2012-07-16,107.40365600585938,107.72088592563817,106.98333695060104,107.4115943170314,97525200
2012-07-17,108.1412353515625,108.3632903072281,106.70580435205001,107.83194365609344,138860300
2012-07-18,108.94219970703125,109.15632841357373,107.8239989086103,107.88743279839248,113349700
2012-07-19,109.22769927978516,109.58457238560193,108.81531849581634,109.16425328969335,129847300
2012-07-20,108.22842407226562,108.77563500632755,108.10947043489656,108.60908781292873,142904500
2012-07-23,107.13402557373047,108.15707548259502,106.14270470914028,106.64233429724086,145210900
2012-07-24,106.21409606933594,107.2609368997256,105.50034975849714,107.21335542581461,173301200
2012-07-25,106.23786926269531,106.71369597011721,105.67479374266662,106.43613341605867,129122300
2012-07-26,107.99053955078125,108.22053279203543,107.26885498159699,107.76848462196855,156526500
2012-07-27,109.98112487792969,110.29042868539605,107.96676568017311,108.56155835406148,236768900
2012-07-30,109.98112487792969,110.50454533521255,109.65598074636421,109.85424497099366,106782000
2012-07-31,109.21183776855469,110.13177429560784,109.21183776855469,109.8304209941095,120575900
2012-08-01,109.11663818359375,110.02072208678905,108.96595551621428,109.99693136047456,138293800
2012-08-02,108.36327362060547,109.10082268920428,107.52263540344978,108.29190141750787,199556600
2012-08-03,110.51246643066406,110.74244757092367,108.39499419257369,109.88594480184,157825000
2012-08-06,110.72657775878906,111.16276138440027,110.67899629073793,110.80588827293127,86326200
2012-08-07,111.2817153930664,111.75754212436804,111.05172218701571,111.17067584457007,109545100
2012-08-08,111.41651916503906,111.54339901632919,110.87723441799619,110.90896345663069,89754700
2012-08-09,111.51168823242188,111.7337431107867,111.14687687448918,111.2579043136716,90291700
2012-08-10,111.69409942626953,111.7337546803158,110.87725201747156,111.05965166478293,99792700
2012-08-13,111.63858795166016,111.69409562456799,111.05964788467591,111.50376977335927,79426900
2012-08-14,111.6544418334961,112.1223544597058,111.32135948843644,112.05097016348392,102379400
2012-08-15,111.78131866455078,111.97165659355738,111.46410088395577,111.53547306942725,71085900
2012-08-16,112.60611724853516,112.74093542589775,111.662377905913,111.93994047068865,112014200
2012-08-17,112.75678253173828,112.85195755327875,112.50301071015846,112.79643778228986,90813700
2012-08-20,112.7647476196289,112.7885383553925,112.28890870218422,112.59820036819735,78255700
2012-08-21,112.42372131347656,113.47848825051743,112.17787565542301,113.04230461473576,105581100
2012-08-22,112.4713363647461,112.65373606506033,111.8765436844671,112.13824181483236,133243500
2012-08-23,111.55133819580078,112.20163827988404,111.37686478519932,112.19371207070496,111466400
2012-08-24,112.2254409790039,112.47922491279682,111.20240323597568,111.27377542944843,99481200
2012-08-27,112.24929809570312,112.67755571198423,112.09068909382134,112.52687292481463,68785900
2012-08-28,112.13825225830078,112.48719926606941,111.79724356503817,111.96377875441645,75689600
2012-08-29,112.2254409790039,112.526806375112,111.91614937287127,112.23337929011244,65421300
2012-08-30,111.41651916503906,111.77339219264012,111.17859977961082,111.74166315400562,96589900
2012-08-31,111.9478759765625,112.47129625279568,111.31342825698445,112.05096510897178,151970400
2012-09-04,111.84480285644531,112.18582358313473,111.13105655568965,111.85272906828952,120226200
2012-09-05,111.74961853027344,112.19372833031855,111.52756363025087,111.8923629226803,100660300
2012-09-06,114.01773071289062,114.02565692110628,112.41575327439891,112.42367948261456,158272500
2012-09-07,114.46182250976562,114.50940395378733,114.10494957852347,114.20803867354405,107272100
2012-09-10,113.81157684326172,114.5491259587357,113.77193368418949,114.35086175902896,86458500
2012-09-11,114.1287612915039,114.49356049681839,113.85118668221897,113.88291571812206,88760000
2012-09-12,114.5094223022461,114.63631424068946,114.12082027866879,114.5094223022461,87640900
2012-09-13,116.25418090820312,116.61105400961519,114.19224071055277,114.49359403341279,225470200
2012-09-14,116.7696762084961,117.45963168490819,116.38900026881298,116.48417530427638,169777000
2012-09-17,116.3731460571289,116.73001915664292,116.07970684550111,116.53175497901458,119427800
2012-09-18,116.27796173095703,116.42864443008662,115.98453464386306,116.17487259556634,98326600
2012-09-19,116.34142303466797,116.71416067599132,116.11144190119123,116.41279523804843,128318300
2012-09-20,116.34932708740234,116.41276095989397,115.4928245957799,115.81004236256652,154009800
2012-09-21,116.30069732666016,116.93853180871484,116.25286186950021,116.91461408013487,108737500
2012-09-24,116.12533569335938,116.38844297119341,115.63898808869985,115.72669051464453,95682000
2012-09-25,114.8895034790039,116.59570373513341,114.85760506355423,116.37246348970943,133165200
2012-09-26,114.24371337890625,114.89749721662045,113.9726376164956,114.86561095985363,146502200
2012-09-27,115.320068359375,115.58317561792404,114.41912642849657,114.72210063513204,111830300
2012-09-28,114.785888671875,115.2562870422557,114.37927498715887,114.88155961752943,150696100
2012-10-01,115.0888442993164,116.15721023885474,114.8177563876043,115.224382172331,135911200
2012-10-02,115.20843505859375,115.72666882753217,114.6742520791037,115.54329548607932,113422200
2012-10-03,115.67884826660156,115.94992405249143,114.9134563810673,115.519392637589,121283100
2012-10-04,116.50799560546875,116.67541969845396,115.95786354001382,116.11731911236936,124311600
2012-10-05,116.5160140991211,117.32925368231245,116.16520439007049,117.12993108995965,124842100
2012-10-08,116.11734008789062,116.50003596381046,115.85423287141992,116.0854538339317,78415400
2012-10-09,114.96922302246094,116.1252911642944,114.92935608673965,116.02962025110784,148872900
2012-10-10,114.23575592041016,115.06494466486178,114.08426881330738,114.95331234115675,124247500
2012-10-11,114.29953002929688,115.20047189931911,114.27561229519749,115.03303559493978,123601500
2012-10-12,113.92475891113281,114.76988430006841,113.67760097652098,114.37922001594478,124181900
2012-10-15,114.87358093261719,114.9931696041068,113.82913264932868,114.19587935235266,107689100
2012-10-16,116.03759765625,116.11733153379733,115.33599062969645,115.41571234156213,108815500
2012-10-17,116.56382751464844,116.65951061353559,115.94194211745663,116.11734693878594,128834100
2012-10-18,116.26089477539062,116.81899563573232,115.87021809030827,116.26089477539062,148108500
2012-10-19,114.32340240478516,116.05352009041151,114.05232674875424,116.04555157076784,185645200
2012-10-22,114.3393783569336,114.5466694072698,113.43843663361072,114.13207514091569,125578600
2012-10-23,112.75274658203125,113.26301167839675,112.28234841747296,113.10355611684744,192056300
2012-10-24,112.43386840820312,113.29494329172682,112.25846358939182,113.15939325072284,120179400
2012-10-25,112.76068878173828,113.43838996723454,112.07503124368908,113.23109900217385,134457400
2012-10-26,112.69693756103516,113.08760184447662,111.9315338679385,112.65707063101405,146023500
2012-10-31,112.69693756103516,113.23908887914942,112.16274259697454,113.09558252988823,103438500
2012-11-01,113.8769302368164,114.02043659486661,112.83248230096302,112.93612172655048,100995600
2012-11-02,112.86441040039062,114.58656032968652,112.74482172433574,114.55466190561572,137702200
2012-11-05,113.09561157226562,113.35073809169371,112.36209393541486,112.69696650104252,98378500
2012-11-06,113.98057556152344,114.4270559829277,113.3188234491996,113.43841207433321,107068100
2012-11-07,111.39736938476562,112.9600511068151,110.87115501959998,112.94411406472958,264304500
2012-11-08,110.05792236328125,111.94750821264252,109.97021996381147,111.38142687685,181517300
2012-11-09,110.15359497070312,111.17412524980249,109.66724755912603,109.72305153583524,201055300
2012-11-12,110.24130249023438,110.67183377944993,109.99414451256608,110.49642898903737,97677500
2012-11-13,109.85858154296875,111.0226302725132,109.51575268937341,109.65925904696783,123018300
2012-11-14,108.37564086914062,110.36886618196097,108.12848287685999,110.19347354686008,191505000
2012-11-15,108.19227600097656,108.82214206182782,107.7776816971223,108.41551628020206,178128400
2012-11-16,108.72647094726562,108.94174272798347,107.39499764742582,108.35174354462808,239483900
2012-11-19,110.92699432373047,110.94293136914338,108.75836391058837,109.94631857507748,151495800
2012-11-20,110.97480010986328,111.15817340853475,110.08980769880671,110.75155987695534,119807400
2012-11-21,111.18215942382812,111.27784255790013,110.84729886879545,111.07053923881723,81710800
2012-11-23,112.69693756103516,112.73679232537728,111.65247752346976,111.72424286377934,65409200
2012-11-26,112.45777893066406,112.70493693250111,111.77210890991502,112.13885556887246,100124400
2012-11-27,111.88372802734375,112.72885363845955,111.81197483372422,112.34615777347322,128646200
2012-11-28,112.78467559814453,112.84844810752546,110.82333637840328,111.4292725429847,177086500
2012-11-29,113.31083679199219,113.62177936663126,112.71286936648025,113.20719737756477,151085900
2012-11-30,113.33480834960938,113.55008013143738,112.94414389874412,113.32683982646175,136568300
2012-12-03,112.7767105102539,113.94872822459587,112.68900809062,113.8530572816078,124656300
2012-12-04,112.61721801757812,113.1115339487791,112.3142439097166,112.76870507150888,127512200
2012-12-05,112.81653594970703,113.34275027389997,111.91559434910519,112.7128843558169,147300500
2012-12-06,113.19924926757812,113.24708472887603,112.54547768703704,112.71290180157968,103220600
2012-12-07,113.54209899902344,113.76533927920742,112.952099878147,113.63776992890719,108726400
2012-12-10,113.5899429321289,113.86101869746355,113.33480421250778,113.38265184669955,98840700
2012-12-11,114.36328887939453,114.8974717631062,114.00451078325159,114.06031476165204,152570400
2012-12-12,114.41910552978516,115.24829410206698,114.25964993224858,114.8097820845797,145880100
2012-12-13,113.71749114990234,114.6742368392386,113.43046622653331,114.34734497763026,135715000
2012-12-14,113.29491424560547,113.67761004049642,113.11950947176378,113.47031901944715,137701700
2012-12-17,114.62637329101562,114.69015794343214,113.55799557013718,113.5898939791847,143238200
2012-12-18,115.902099609375,116.00575125265456,114.64237933863913,114.8098156727303,177762800
2012-12-19,115.04100799560547,116.0695192592831,115.00115321455218,116.02965231254572,150895400
2012-12-20,115.70275115966797,115.71870037022858,114.79384080864327,115.11276419143981,168487000
2012-12-21,114.65245056152344,115.69628096021825,113.96995502342592,114.15462884526856,245883800
2012-12-24,114.29918670654297,114.46779823799102,114.1707126098445,114.40356118964179,53874600
2012-12-26,113.81741333007812,114.58824564719892,113.49624034492348,114.53203363621664,106947700
2012-12-27,113.66488647460938,114.0824212839832,112.34805723147761,113.84956038469159,167920600
2012-12-28,112.43636322021484,113.55245604041627,112.30788910733673,112.92616005509264,148806700
2012-12-31,114.34738159179688,114.46781842120974,112.04292148931093,112.1392832048076,243935200
2013-01-02,117.27810668945312,117.35036877553569,116.21018871569699,116.51531163733144,192059000
2013-01-03,117.01315307617188,117.52703730553536,116.70000506534049,117.22192658470378,144761800
2013-01-04,117.52703857421875,117.71974975679775,116.96497960665488,117.20586552188699,116817700
2013-01-07,117.20586395263672,117.31827574464442,116.77226686063095,117.10951448862052,110002500
2013-01-08,116.86865234375,117.15771304655021,116.4109677926626,116.99712648987652,121265100
2013-01-09,117.16571044921875,117.48689573877407,116.94088687251305,117.12556075652859,90745600
2013-01-10,118.09712982177734,118.10515485955688,117.20586054960589,117.81609422393461,130735400
2013-01-11,118.0890884399414,118.15331323722084,117.71972846978056,118.06498882600614,113917300
2013-01-14,118.00885009765625,118.08914951373167,117.57525285400213,117.94461301519006,89567200
2013-01-15,118.0890884399414,118.20150021312699,117.39051818689265,117.4627802728053,93172600
2013-01-16,118.07304382324219,118.25771771003782,117.71974612539577,117.84822024315197,104849500
2013-01-17,118.8358383178711,119.17307368610479,118.15333029161037,118.59495241142812,133833500
2013-01-18,119.10082244873047,119.22929657747578,118.37816466351354,118.81176178503715,169906000
2013-01-22,119.74314880371094,119.74314880371094,118.81975503386732,119.1007905838119,111797300
2013-01-23,119.93588256835938,120.04026933188628,119.52638505693216,119.7431836227313,104596100
2013-01-24,119.96797943115234,120.55412567490914,119.6467941762437,119.75920595247055,146426400
2013-01-25,120.64246368408203,120.64246368408203,119.93586829561933,120.34537801028117,147211600
2013-01-28,120.49793243408203,120.7066936720972,120.04827305287453,120.6745690188854,113357700
2013-01-29,120.9716567993164,121.12421825938631,120.17673710040894,120.25703647475027,105694400
2013-01-30,120.49793243408203,121.19649049187139,120.38550839980613,120.95560460064443,137447700
2013-01-31,120.20086669921875,120.74687568227809,120.12057954862999,120.35342821289663,108975800
2013-02-01,121.43740844726562,121.58193266898256,120.75490028390827,120.96366157704449,131173000
2013-02-04,120.07235717773438,121.46146047048582,119.98403276173265,120.69866537881538,159073600
2013-02-05,121.28482818603516,121.63008860807906,120.67458222786757,120.72276921295979,113912400
2013-02-06,121.3731460571289,121.45343319067848,120.77093742165992,120.85926184494068,138762800
2013-02-07,121.21257019042969,121.52571821831489,120.32932588000106,121.41330641989371,162490000
2013-02-08,121.88703155517578,121.95929365172255,121.42132206859746,121.42132206859746,103133700
2013-02-11,121.86292266845703,121.96729714993646,121.55779975652325,121.83883530719531,73775000
2013-02-12,122.06365966796875,122.288483209233,121.73444939255891,121.87094852461478,65392700
2013-02-13,122.1680679321289,122.53742799603529,121.82280748827438,122.3126043926027,82322600
2013-02-14,122.28047943115234,122.42501589126836,121.66222064922691,121.79871981868969,80834300
2013-02-15,122.13593292236328,122.52134299235536,121.68628579871164,122.39286888503626,215226500
2013-02-19,123.05128479003906,123.07537215274452,122.1760779398343,122.3446894787726,95105400
2013-02-20,121.51765441894531,123.0031070937163,121.453417369294,122.96295740618868,160574800
2013-02-21,120.77894592285156,121.58189066020755,120.39353587947072,121.21254294212385,183257000
2013-02-22,121.95928955078125,121.95928955078125,120.83517169129891,121.36510596678872,106356600
2013-02-25,119.63875579833984,122.73812271379819,119.63875579833984,122.5534488702968,245824800
2013-02-26,120.45780944824219,120.60233366383919,119.4220035619246,120.2169235036124,186596200
2013-02-27,121.97530364990234,122.31253887440708,120.24896559946123,120.35335230655589,150781900
2013-02-28,121.73445129394531,122.7461572454364,121.57386479795751,121.967299875333,126866000
2013-03-01,122.13593292236328,122.32060679415622,120.77092922500216,121.31692580316052,170634800
2013-03-04,122.78631591796875,122.78631591796875,121.66219811182646,121.85489702032788,99010200
2013-03-05,123.88636016845703,124.21557050979311,123.36445089714204,123.3805132252958,121431900
2013-03-06,124.05496215820312,124.39219747830037,123.78196388745263,124.3279604289536,94469900
2013-03-07,124.27979278564453,124.4403792921785,124.07103155234687,124.21555573263792,86101400
2013-03-08,124.80977630615234,124.97838789984029,124.18348016851678,124.82583863715982,123477800
2013-03-11,125.28348541259766,125.29151045048258,124.56083994003622,124.71340142361315,83746800
2013-03-12,125.00244140625,125.33968900620042,124.62506861957294,125.1951525702266,105755800
2013-03-13,125.17912292480469,125.35577180824396,124.6411512350464,125.06671111279502,92550900
2013-03-14,125.84555053710938,125.90176256095995,125.18714209122737,125.50831514990637,126329900
2013-03-15,125.6794204711914,125.84878198096494,125.26002860288938,125.6955542409424,138601100
2013-03-18,124.98577117919922,125.52613536049016,124.36475048456977,124.47766221937002,126704300
2013-03-19,124.69548797607422,125.4213477371154,123.87283788882183,125.25198620255487,167567300
2013-03-20,125.56647491455078,125.77616463905845,125.21966664373969,125.42936867470456,113759300
2013-03-21,124.49382019042969,125.52615976832335,124.28413044401515,124.81642169359952,128605000
2013-03-22,125.49393463134766,125.49393463134766,124.79225711869536,124.88904743802135,111163600
2013-03-25,124.96971130371094,126.03431883824031,124.48580885694037,125.82461670215602,151322300
2013-03-26,125.96981048583984,126.00206573006872,125.34878935286702,125.48589567715312,86856600
2013-03-27,125.96981048583984,126.01013877097454,125.01005390937223,125.21974376302191,99950600
2013-03-28,126.35688781738281,126.5020671284224,125.61489441223664,125.88910695852671,102932800
2013-04-01,125.85684967041016,126.55045406269959,125.55036959046879,126.29236298349421,99194100
2013-04-02,126.47785186767578,126.79239263242947,126.11490980287998,126.30847808367386,101504300
2013-04-03,125.19547271728516,126.64720394939133,124.86481051684045,126.55042596940334,154167400
2013-04-04,125.70359802246094,125.95361604081596,125.08257718862309,125.35678970511191,131885000
2013-04-05,125.1390609741211,125.29230102657783,124.0180039087062,124.16317092274248,159666000
2013-04-08,125.98589324951172,125.99395398068896,124.80837425526593,125.22776609921837,86571200
2013-04-09,126.42140197753906,126.8811220736488,125.80038111850745,126.21977294727185,101922200
2013-04-10,127.96990203857422,128.13120278962936,126.72787271834544,126.76012794597307,135711100
2013-04-11,128.3892822265625,128.80867398654806,127.86503944996622,127.99408496172444,110142500
2013-04-12,128.07472229003906,128.26827822221296,127.3649843881868,127.97793201749661,116359900
2013-04-15,125.10671997070312,127.53434026925098,125.09059851625072,127.42948928304149,217259000
2013-04-16,126.95365905761719,127.01818180043792,125.74388531925176,126.05035296458169,147507800
2013-04-17,125.09867858886719,126.07456821811616,124.42926893196108,126.05036141978663,226834800
2013-04-18,124.31636047363281,125.3406391135931,123.8405190456468,125.30837158594143,167583200
2013-04-19,125.39712524414062,125.45358728070029,124.30026280810598,124.60674287752231,149687600
2013-04-22,125.95362091064453,126.25202793680464,124.80836949768324,125.63908011628516,106553500
2013-04-23,127.25212097167969,127.37309347521699,125.95362943905192,126.58271107036623,166141300
2013-04-24,127.33279418945312,127.67152955018456,127.05856930141756,127.29246591417186,96781200
2013-04-25,127.84896850585938,128.45385573646143,127.51023313349768,127.70378917115453,131060600
